OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey,Valu1_OBJECTID,Valu1_aws0_5,Valu1_aws5_20,Valu1_aws20_50,Valu1_aws50_100,Valu1_aws100_150,Valu1_aws150_999,Valu1_aws0_20,Valu1_aws0_30,Valu1_aws0_100,Valu1_aws0_150,Valu1_aws0_999,Valu1_tk0_5a,Valu1_tk5_20a,Valu1_tk20_50a,Valu1_tk50_100a,Valu1_tk100_150a,Valu1_tk150_999a,Valu1_tk0_20a,Valu1_tk0_30a,Valu1_tk0_100a,Valu1_tk0_150a,Valu1_tk0_999a,Valu1_musumcpcta,Valu1_soc0_5,Valu1_soc5_20,Valu1_soc20_50,Valu1_soc50_100,Valu1_soc100_150,Valu1_soc150_999,Valu1_soc0_20,Valu1_soc0_30,Valu1_soc0_100,Valu1_soc0_150,Valu1_soc0_999,Valu1_tk0_5s,Valu1_tk5_20s,Valu1_tk20_50s,Valu1_tk50_100s,Valu1_tk100_150s,Valu1_tk150_999s,Valu1_tk0_20s,Valu1_tk0_30s,Valu1_tk0_100s,Valu1_tk0_150s,Valu1_tk0_999s,Valu1_musumcpcts,Valu1_nccpi3corn,Valu1_nccpi3soy,Valu1_nccpi3cot,Valu1_nccpi3sg,Valu1_nccpi3all,Valu1_pctearthmc,Valu1_rootznemc,Valu1_rootznaws,Valu1_droughty,Valu1_pwsl1pomu,Valu1_musumcpct,Valu1_mukey,coecoclass_OBJECTID,coecoclass_ecoclasstypename,coecoclass_ecoclassref,coecoclass_ecoclassid,coecoclass_ecoclassname,coecoclass_cokey,coecoclass_coecoclasskey
198,802,82693780,45.516449999999999,-122.714861666700003,.,61774.0000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.3960000,0.2430000,0.0010000,0.2670000,0.3960000,85,94,188,0,,85,61774,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854363,7157104
199,803,82696271,45.516498318099998,-122.714899742800000,.,61774.0000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.3960000,0.2430000,0.0010000,0.2670000,0.3960000,85,94,188,0,,85,61774,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854363,7157104
200,805,82752477,45.517922658499998,-122.713388996299997,.,61774.0000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.3960000,0.2430000,0.0010000,0.2670000,0.3960000,85,94,188,0,,85,61774,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854363,7157104
201,809,83096820,45.525452962199999,-122.715751938500006,.,61773.0000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.6200000,0.4510000,0.0010000,0.5430000,0.6200000,85,94,188,0,,85,61773,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854362,7157103
202,816,83350322,45.508063888899997,-122.715716666700004,.,61776.0000000,61776.0000000,,61776,,18C,"Goble-Urban land complex, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,90,6,50,Very limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Not limited,0.0000000,Severe,0,1.0000000,61776,,,50,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,293,45,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61776,20854365,,7.5000000,15.0000000,30.0000000,47.0000000,12.5000000,1.0000000,22.5000000,32.5000000,99.5000000,112.0000000,113.0000000,2.5000000,7.5000000,15.0000000,25.0000000,25.0000000,2.0000000,10.0000000,15.0000000,50.0000000,75.0000000,77.0000000,50,1292.0000000,2110.0000000,3315.0000000,3150.0000000,1849.0000000,148.0000000,3402.0000000,4809.0000000,9868.0000000,11717.0000000,11864.0000000,3.0000000,8.0000000,15.0000000,25.0000000,25.0000000,2.0000000,10.0000000,15.0000000,50.0000000,75.0000000,77.0000000,50,0.3440000,0.2510000,0.0010000,0.3020000,0.3440000,50,94,188,0,,90,61776,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854365,7157106
203,818,83416123,45.464884950799998,-122.393595585699998,.,61854.0000000,61854.0000000,,61854,,55,Wapato silt loam,,2.0000000,2.0999999,,15,15,Frequent,Frequent,93,4.2700000,8.5100002,16.4300003,21.5400009,Poorly drained,Poorly drained,C/D,3,90,3,91,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,93,1.0000000,61854,,,1,,Wollent,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,61.0000000,92.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, nonacid, mesic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,fine-silty,,,nonacid,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61854,20854348,,7.9499998,23.8500004,47.3400002,73.6600037,47.4799995,1.5000000,31.7999992,47.7000008,152.8000031,200.2799988,201.7700043,4.6500001,13.9499998,27.8999996,46.5000000,46.5000000,1.8600000,18.6000004,27.8999996,93.0000000,139.5000000,141.3600006,93,2090.0000000,6270.0000000,11516.0000000,9492.0000000,4965.0000000,128.0000000,8360.0000000,12524.0000000,29368.0000000,34333.0000000,34461.0000000,5.0000000,14.0000000,28.0000000,47.0000000,47.0000000,2.0000000,19.0000000,28.0000000,93.0000000,140.0000000,141.0000000,93,0.3140000,0.2010000,0.0010000,0.2770000,0.3140000,90,150,216,0,93,93,61854,,Forage Suitability Groups,,G002XY006OR,Poorly Drained,20854348,7157281
204,821,83472951,45.511097222200000,-122.715344444400003,.,61774.7070312,61774.7070312,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.1520000,0.0680000,0.0010000,0.1260000,0.1520000,85,94,188,0,,85,61775,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854364,7157105
205,822,83473193,45.518273738300003,-122.717564776499998,.,61775.0000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.1520000,0.0680000,0.0010000,0.1260000,0.1520000,85,94,188,0,,85,61775,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854364,7157105
206,823,83473813,45.508175000000001,-122.713222222200002,.,61776.0000000,61776.0000000,,61776,,18C,"Goble-Urban land complex, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,90,6,50,Very limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Not limited,0.0000000,Severe,0,1.0000000,61776,,,50,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,293,45,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61776,20854365,,7.5000000,15.0000000,30.0000000,47.0000000,12.5000000,1.0000000,22.5000000,32.5000000,99.5000000,112.0000000,113.0000000,2.5000000,7.5000000,15.0000000,25.0000000,25.0000000,2.0000000,10.0000000,15.0000000,50.0000000,75.0000000,77.0000000,50,1292.0000000,2110.0000000,3315.0000000,3150.0000000,1849.0000000,148.0000000,3402.0000000,4809.0000000,9868.0000000,11717.0000000,11864.0000000,3.0000000,8.0000000,15.0000000,25.0000000,25.0000000,2.0000000,10.0000000,15.0000000,50.0000000,75.0000000,77.0000000,50,0.3440000,0.2510000,0.0010000,0.3020000,0.3440000,50,94,188,0,,90,61776,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854365,7157106
207,824,83562291,45.511542623899999,-122.711682890700004,.,61774.0000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.3960000,0.2430000,0.0010000,0.2670000,0.3960000,85,94,188,0,,85,61774,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854363,7157104
208,825,83563381,45.511344553900003,-122.712194988400000,.,61774.0000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.3960000,0.2430000,0.0010000,0.2670000,0.3960000,85,94,188,0,,85,61774,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854363,7157104
209,826,83566783,45.511028388400000,-122.719043209999995,.,61773.0000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.6200000,0.4510000,0.0010000,0.5430000,0.6200000,85,94,188,0,,85,61773,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854362,7157103
210,829,83809392,45.517305999999998,-122.718997999999999,.,61775.0000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.1520000,0.0680000,0.0010000,0.1260000,0.1520000,85,94,188,0,,85,61775,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854364,7157105
