id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
71715930,Sat Mar 20 2021 11:26:38 GMT-0700 (PDT),2021-03-20,2021-03-20 18:26:38 UTC,Pacific Time (US & Canada),500327,jmhulbert,2021-03-21 16:46:58 UTC,2022-02-17 06:08:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71715930,https://inaturalist-open-data.s3.amazonaws.com/photos/116805146/medium.jpg,,"","",2,0,false,3,"Swan Creek Park, Tacoma, WA, US",47.2045966667,-122.3959883333,10,,,,10,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,1-29% of the canopy is unhealthy,1,,No,No selection,Small (can wrap hands around trunk),Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Other,,Floodplain or valley bottom,,,,No Selection,"Many root rot pockets in the area, but not obvious at this spot"
71720072,2021-03-20,2021-03-20,,Edinburgh,3218614,jemmamontgomery,2021-03-21 17:25:03 UTC,2021-03-23 04:56:14 UTC,research,,https://www.inaturalist.org/observations/71720072,https://static.inaturalist.org/photos/116810916/medium.jpeg,,"",,1,0,false,,Riverview Nature Area,45.457253,-122.674974,23,,,,23,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",2-3,,Not sure,No selection,Medium,Urban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,,Top of slope,,,,No preference,
71806396,Sat Mar 20 2021 11:15:47 GMT-0700 (PDT),2021-03-20,2021-03-20 18:15:47 UTC,Pacific Time (US & Canada),500327,jmhulbert,2021-03-22 16:42:27 UTC,2022-02-17 06:07:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71806396,https://inaturalist-open-data.s3.amazonaws.com/photos/116968153/medium.jpg,,"","",2,0,false,3,"Swan Creek Park, Tacoma, WA, US",47.20335,-122.396645,10,,,,10,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,No selection,Large,Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Other,,Lower slope,,,,No Selection,""
71806938,Mon Mar 22 2021 09:41:14 GMT-0700 (PDT),2021-03-22,2021-03-22 16:41:14 UTC,Pacific Time (US & Canada),500327,jmhulbert,2021-03-22 16:49:51 UTC,2021-05-12 21:30:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71806938,https://inaturalist-open-data.s3.amazonaws.com/photos/116995568/medium.jpg,,"","",1,0,false,3,"Mottman Rd SW, Olympia, WA, US",47.025325,-122.926705,5,,,,5,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,4-6,,Not sure,No selection,No selection,Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,,Floodplain or valley bottom,,,,No Selection,""
71825898,2021-03-22 2:09:14 PM PDT,2021-03-22,2021-03-22 21:09:14 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,2021-03-22 21:10:19 UTC,2021-03-23 04:43:43 UTC,research,,https://www.inaturalist.org/observations/71825898,https://static.inaturalist.org/photos/117002711/medium.jpeg,,"",,1,0,false,2,"NE Sandy & 165th, Portland, OR 97230, USA",45.5487888889,-122.4908416667,,,,,,,open,false,gps,gps,,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,No,,Large,Urban,,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",,,Top of slope,,,,,"Four or so other trees around it, all healthy. Next to a road, but was on the property of a supplier of red cedar boards and pallets."
71829263,2021-03-22 12:13:41 PM PDT,2021-03-22,2021-03-22 19:13:41 UTC,Pacific Time (US & Canada),2823934,raduscurtescu,2021-03-22 21:53:29 UTC,2021-04-02 05:15:21 UTC,research,,https://www.inaturalist.org/observations/71829263,https://static.inaturalist.org/photos/117008467/medium.jpeg,,"",,1,0,false,2,"Burnaby, BC V5J 0B3, Canada",49.1963471997,-123.0079067,,,,,,,open,false,gps,gps,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,"Healthy, no dieback(0%)",0,,Not sure,No selection,Medium,Suburban,Urban yard or open park grounds,"Low - fairly natural, not much development","Wetland, lots of water",,Floodplain or valley bottom,,,,No preference,""
71855239,Mon Mar 22 2021 10:11:06 GMT-0700 (PDT),2021-03-22,2021-03-22 17:11:06 UTC,Pacific Time (US & Canada),500327,jmhulbert,2021-03-23 05:29:11 UTC,2021-05-12 21:30:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71855239,https://inaturalist-open-data.s3.amazonaws.com/photos/117056080/medium.jpg,,"","",2,0,false,3,"South Puget Sound Community College, Olympia, WA, US",47.0249361667,-122.9316716667,5,,,,5,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,4-6,,No,No selection,Small,Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,,Floodplain or valley bottom,,,,No Selection,""
71964402,Wed Mar 24 2021 11:51:50 GMT-0700 (PDT),2021-03-24,2021-03-24 18:51:50 UTC,Pacific Time (US & Canada),3997442,kate_0423,2021-03-24 18:56:08 UTC,2021-12-10 20:57:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71964402,https://inaturalist-open-data.s3.amazonaws.com/photos/117251375/medium.jpg,,"","5508 20 Ave be Seattle
",1,0,false,3,"20th Ave NE, Seattle, WA, US",47.6690001414,-122.3064531294,10,,,,10,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,Other (please describe in Notes),No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,,,,No Selection,Bark appears damaged
71965329,Wed Mar 24 2021 11:59:53 GMT-0700 (PDT),2021-03-24,2021-03-24 18:59:53 UTC,Pacific Time (US & Canada),3997442,kate_0423,2021-03-24 19:08:34 UTC,2021-12-10 20:57:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71965329,https://inaturalist-open-data.s3.amazonaws.com/photos/117252951/medium.jpg,,"",5220 20 Ave be,1,0,false,3,"20th Ave NE, Seattle, WA, US",47.6671937155,-122.3063763512,10,,,,10,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,,,,Yes,""
71965523,Wed Mar 24 2021 12:06:12 GMT-0700 (PDT),2021-03-24,2021-03-24 19:06:12 UTC,Pacific Time (US & Canada),3997442,kate_0423,2021-03-24 19:11:33 UTC,2021-04-11 23:22:32 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/71965523,https://inaturalist-open-data.s3.amazonaws.com/photos/117253289/medium.jpg,,"","5045? 20th Ave ne
3 trees in front yard",0,0,true,3,"20th Ave NE, Seattle, WA, US",47.6659960673,-122.3064768502,10,,,,10,,open,false,,,,King,Washington,United States,Washington,King,"",Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,,,,Yes,""
71979089,2020-12-01,2020-12-01,,Edinburgh,4137758,chazzim91,2021-03-24 22:33:28 UTC,2021-03-24 22:33:28 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/71979089,,,"",Two cedars died at the the corner of SW Martha St and 49th Dr.  Die-off occurred over the space of one year.,0,0,true,,Corner of SW Martha St and SW 49th Dr,45.336908,-122.69333,2982,,,,2982,,,false,,,,Clackamas,Oregon,United States,Oregon,Clackamas,Dead cedar,,,,,Tree is dead,,tree is dead,2-3,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,Middle of a slope,,,,No Thanks,Not my trees.  Spotted in neighborhood
72022600,2019-06-03,2019-06-03,,Edinburgh,4139889,degninc,2021-03-25 15:45:08 UTC,2021-03-25 15:50:42 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/72022600,,,"","Cedars dying throughout our neighborhood.   Some die within a month with complete loss of folliage (12 trees across the street, 3 more up the street).  Others, like the tree in my yard, experience a slow die-off starting with thinning at the top and slowly moving down the tree.  Suspect rapid die-off is result of tree weakening and subject to pests or infection.         Below describes the dying tree in my yard.  Decline first observed summer of 2019.",0,0,false,,"10734 SW 11th Drive, Portland OR 97219",45.447609,-122.689683,2,,,,2,,,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,dying western red cedars,,,,,Thinning Canopy,,30-59% of the canopy is unhealthy,More than 10,,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Other,,Middle of a slope,,,,Yes,
72065430,2021-03-25 1:22:52 PM PDT,2021-03-25,2021-03-25 20:22:52 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,2021-03-26 03:16:19 UTC,2021-03-26 03:24:11 UTC,needs_id,,https://www.inaturalist.org/observations/72065430,https://static.inaturalist.org/photos/117433852/medium.jpeg,,"",,0,0,false,2,"Bolton, West Linn, OR, USA",45.3711388889,-122.6151611111,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,No selection,No selection,Suburban,Forest edge,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,,,,No Selection,Just planted. Seems to be a movent to plant new saplings to reintroduce them into the park.
72065774,Thu Mar 25 2021 15:36:27 GMT-0700 (PDT),2021-03-25,2021-03-25 22:36:27 UTC,Pacific Time (US & Canada),2417758,ashbarcelona,2021-03-26 03:24:59 UTC,2021-03-28 21:31:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72065774,https://inaturalist-open-data.s3.amazonaws.com/photos/117434674/medium.jpg,,"","",1,0,false,3,"Troy Rd, Moscow, ID, US",46.7211133333,-116.97767,4,,,,4,,open,false,,,,Latah,Idaho,United States,Idaho,Latah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',,1-29% of the canopy is unhealthy,1,,Not sure,,,,,,,,,,,,,
72066160,Thu Mar 25 2021 17:35:20 GMT-0700 (PDT),2021-03-25,2021-03-26 00:35:20 UTC,Pacific Time (US & Canada),2417758,ashbarcelona,2021-03-26 03:31:24 UTC,2021-03-28 21:30:05 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/72066160,https://inaturalist-open-data.s3.amazonaws.com/photos/117435205/medium.jpg,,"","",1,0,true,3,"N Hayes St, Moscow, ID, US",46.7338716667,-116.9890966667,4,,,,4,,open,false,,,,Latah,Idaho,United States,Idaho,Latah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',,1-29% of the canopy is unhealthy,1,,Not sure,,,,,,,,,,,,,
72122740,Fri Mar 26 2021 14:28:18 GMT-0700 (PDT),2021-03-26,2021-03-26 21:28:18 UTC,Pacific Time (US & Canada),1494532,angelique_k,2021-03-26 23:02:04 UTC,2022-01-18 19:18:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72122740,https://inaturalist-open-data.s3.amazonaws.com/photos/117535792/medium.jpg,,"","",1,0,false,3,"Beckton Rd, Victoria, BC, CA",48.5264266306,-123.3742944907,41,,,,41,,open,false,,,"Saanich, British Columbia",Capital,,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,,,,No Selection,""
72123614,Fri Mar 26 2021 14:29:01 GMT-0700 (PDT),2021-03-26,2021-03-26 21:29:01 UTC,Pacific Time (US & Canada),1494532,angelique_k,2021-03-26 23:14:36 UTC,2021-03-27 15:32:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72123614,https://inaturalist-open-data.s3.amazonaws.com/photos/117537337/medium.jpg,,"","",1,0,false,3,"Hanover Pl, Victoria, BC, CA",48.5264286225,-123.3745040472,32,,,,32,,open,false,,,"Saanich, British Columbia",Capital,,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,,,,Yes,""
72127519,Fri Mar 26 2021 14:55:43 GMT-0700 (PDT),2021-03-26,2021-03-26 21:55:43 UTC,Pacific Time (US & Canada),1494532,angelique_k,2021-03-27 00:12:20 UTC,2021-03-27 03:31:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72127519,https://inaturalist-open-data.s3.amazonaws.com/photos/117544526/medium.jpg,,"","Circular Insect exit holes top left photo 3. Next to another dying western redcedar, which is next to a very healthy Doug Fir. No fruitings of mushrooms nearby",1,0,false,3,"Beckton Rd, Victoria, BC, CA",48.5264106016,-123.3735360785,34,,,,34,,open,false,,,"Saanich, British Columbia",Capital,,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),,60-99% of the canopy is unhealthy,1,,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)",Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,,,,Yes,Holes look circular on the near dead tree
72197393,2021-03-27 12:09:36 PM PDT,2021-03-27,2021-03-27 19:09:36 UTC,Pacific Time (US & Canada),2823934,raduscurtescu,2021-03-27 20:12:22 UTC,2021-03-28 05:10:43 UTC,research,,https://www.inaturalist.org/observations/72197393,https://static.inaturalist.org/photos/117669211/medium.jpeg,,"",,1,0,false,2,"North Vancouver, BC V7L 1L2, Canada",49.3150212997,-123.0400278997,,,,,,,open,false,gps,gps,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,,"Healthy, no dieback(0%)",0,,Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Top of slope,,,,No preference,""
72216210,2021-03-27 1:47:11 PM PDT,2021-03-27,2021-03-27 20:47:11 UTC,Pacific Time (US & Canada),1075602,geographerdave,2021-03-27 23:16:55 UTC,2021-05-07 02:50:20 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/72216210,https://inaturalist-open-data.s3.amazonaws.com/photos/117702462/medium.jpeg,,"","two dead tress, rest yellowing foliage",1,0,false,2,"Ridgefield, WA 98642, USA",45.835125,-122.7500916667,,,,,,,open,false,gps,gps,,Clark,Washington,United States,Washington,Clark,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,,tree is dead,4-6,,"Yes (please elaborate in Notes, add Picture if possible)",Other (please describe in Notes),Large (too big to wrap arms around trunk),Rural,Other,"Low - fairly natural, not much development",Seasonally flooded area,,Area is flat (e.g. field),,,,Yes,near small stream.  two moderately large trees are dead.  others in area have thin and yellowing foliage.  In Ridgefield NWR in area where douglas fir are being removed to promote oak woodland habitat.
72225862,Sat Mar 27 2021 13:34:48 GMT-0700 (PDT),2021-03-27,2021-03-27 20:34:48 UTC,Pacific Time (US & Canada),3765174,bcrobyn,2021-03-28 01:19:30 UTC,2021-04-13 04:22:45 UTC,research,,https://www.inaturalist.org/observations/72225862,https://static.inaturalist.org/photos/117720556/medium.jpg,,"",This is an ancient cedar that had been cut in half but still ended up thriving and growing into a huge tree. Pretty incredible.,1,0,false,3,"Forest Rd, Sechelt, BC, CA",49.5231083333,-123.76085,5,,,,5,,open,false,,,,Sunshine Coast,,Canada,British Columbia,Sunshine Coast,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,,No selection,,,,Yes,Looks like the trunk was hacked lengthwise in half a long time ago but it recovered and is thriving.
72231921,2021-03-27,2021-03-27,,Pacific Time (US & Canada),1151749,hermanm1,2021-03-28 02:37:17 UTC,2021-03-28 02:37:17 UTC,casual,,https://www.inaturalist.org/observations/72231921,,,"",multiple trees are dying by Ash Creek,0,0,false,,Ash Creek Woods,45.460528,-122.738275,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,4-6,,Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,,Middle of a slope,,,,Yes,
72288005,2021-03-28,2021-03-28,,Pacific Time (US & Canada),4151301,ellisb3,2021-03-28 18:21:54 UTC,2021-04-13 04:22:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72288005,https://inaturalist-open-data.s3.amazonaws.com/photos/117831262/medium.jpg,,"",,1,0,false,,"4548 NE Failing St, Portland, OR 97213",45.5510289722,-122.6162419722,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,,30-59% of the canopy is unhealthy,0,,Not sure,Other (please describe in Notes),Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,Not Sure,No Selection,,No selection,,,,No Selection,bole of the trees are pitching out
72340913,2021/03/28 11:09 AM PDT,2021-03-28,2021-03-28 18:09:00 UTC,Pacific Time (US & Canada),2184188,james_arthura,2021-03-29 04:49:39 UTC,2021-03-30 15:11:06 UTC,research,,https://www.inaturalist.org/observations/72340913,https://static.inaturalist.org/photos/117927673/medium.jpg,,"",,1,0,false,,"Clackamas County, OR, USA",45.2968220454,-121.7846876448,942,,,,942,,open,false,,,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,,,,,,,,,,,
72340914,2021/03/28 11:19 AM PDT,2021-03-28,2021-03-28 18:19:00 UTC,Pacific Time (US & Canada),2184188,james_arthura,2021-03-29 04:49:39 UTC,2021-03-30 15:11:02 UTC,research,,https://www.inaturalist.org/observations/72340914,https://static.inaturalist.org/photos/117927693/medium.jpg,,"",,2,0,false,,"Clackamas County, OR, USA",45.2968220454,-121.7846876448,942,,,,942,,open,false,,,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",1,,Not sure,,,,,,,,Middle of a slope,,,,Yes,"I saw one browned canopy at the rim of Mirror Lake, SW of Government Camp, OR."
